Keyword,Location,rating,Company,Job_title,Place,salary,post_date,Job_URLs,Job_description
 Network administrator ,United States,4.1,Tek Ninjas,Network Administrator,Texas,,30d+,https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&cs=1_50454fdb&cb=1743777316382&jobListingId=1008925601814&jrtk=5-yul1-0-1io0jkf8kj0p6800-f19e2707803ea3f1,"Bachelor's degree in Computer Science, Information Technology, or related field. Vendor Interaction: Collaborate with vendors to evaluate and procure networking…&hellip;
      
        Skills: Network administration, Data center experience, Software deployment, OSPF, Network protocols
      
    "
 Network administrator ,United States,3.3,Jenzabar,Systems Administrator II,Remote,$58K - $66K (Employer est.),24h,https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&cs=1_f280ccf7&cb=1743777316382&jobListingId=1009698024527&jrtk=5-yul1-0-1io0jkf8kj0p6800-9a74391980233d39,"Problem Solving and troubleshooting skills, including ability to perform root cause analysis design preventative activities.&hellip;
      
        Skills: System administration, Software troubleshooting, Microsoft SQL Server, Project management, Scripting
      
    "
 Network administrator ,United States,3.7,Stefanini,Systems Administrator,Remote,$40.00 - $45.00 Per Hour (Employer est.),8d,https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ea71d341&cb=1743777316382&jobListingId=1009686447676&jrtk=5-yul1-0-1io0jkf8kj0p6800-d7d8a90cacfb4ec9,"Strong communication skills, both written and verbal, with the ability to explain technical concepts to non-technical users. Mac OS: 3 years (Required).&hellip;
      
        Skills: Computer science, System administration, Management, Mac OS, Communication skills
      
    "
 Network administrator ,United States,3.5,Cultura Technologies Inc,Junior System Administrator,Georgia,,30d+,https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&cs=1_2b3879f4&cb=1743777316383&jobListingId=1009618633370&jrtk=5-yul1-0-1io0jkf8kj0p6800-e80983f14024f741,"Ability to clearly relay technical data to non-technical individuals. Ability to effectively work with end users through a variety of methods, including email,…&hellip;
      
        Skills: Asset management, Operating systems, Management, Software deployment, DHCP
      
    "
 Network administrator ,United States,4.3,Motorola Solutions,Senior Systems and Network Administrator US Remote,California,$73K - $145K (Employer est.),29d,https://www.glassdoor.com/partner/jobListing.htm?pos=115&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&cs=1_e66d3ff5&cb=1743777316383&jobListingId=1009662112613&jrtk=5-yul1-0-1io0jkf8kj0p6800-8acb97c4aa003f54,"Excellent written, oral, and interpersonal communication skills, speaking to both technical and non-technical audiences. Familiarity with Apache and Tomcat.&hellip;
      
        Skills: Cloud infrastructure, System administration, Salt, Tomcat, Firewall
      
    "
 Network administrator ,United States,3.0,D&H,Network Administrator,"Harrisburg, PA",$48K - $76K (Glassdoor est.),13d,https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&cs=1_d354e5a0&cb=1743777316383&jobListingId=1009681540458&jrtk=5-yul1-0-1io0jkf8kj0p6800-414b2c27a12c0c77,"Setup, configure, and maintain network hardware (routers, switches, firewalls, etc.) and software (monitoring tools, management tools, etc.).&hellip;
      
        Skills: Network administration, TCP, Operating systems, Encryption, Firewall
      
    "
 Network administrator ,United States,3.7,ActioNet,Email Administrator (Cisco IronPort) - 100% Remote,Remote,,30d+,https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&cs=1_3041b623&cb=1743777316383&jobListingId=1009601651646&jrtk=5-yul1-0-1io0jkf8kj0p6800-0f91d388b29e960f,"Strong diagnostic and troubleshooting skills for hardware and software. Perform network administrative tasks, including user account management, DHCP, and patch…&hellip;
      
        Skills: Network administration, Software troubleshooting, Windows, DHCP, ServiceNow
      
    "
 Network administrator ,United States,3.5,OpenSesame,Associate Business Systems Administrator,Remote,$50K - $70K (Employer est.),8d,https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5d9b1519&cb=1743777316383&jobListingId=1009686928037&jrtk=5-yul1-0-1io0jkf8kj0p6800-68d21ab826fd2734,"Work toward Salesforce Administrator certification, demonstrating a commitment to professional development. At OpenSesame, the Information Systems team empowers…&hellip;
      
        Skills: Management, Leadership
      
    "
 Network administrator ,United States,4.8,"CommIT Enterprises, Inc",Cloud System Administrator,"North Charleston, SC",$62K - $93K (Glassdoor est.),20d,https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&cs=1_64105d81&cb=1743777316384&jobListingId=1009673881284&jrtk=5-yul1-0-1io0jkf8kj0p6800-68af673a22b6a5e9,"Established in 2001, CommIT is a Certified Veteran-Owned Small Business (CVOSB) providing innovative technical engineering and data science services.&hellip;
      
        Skills: Microsoft Windows Server, CI/CD, Performance tuning, Computer science, Cloud infrastructure
      
    "
 Network administrator ,United States,4.4,"TERRESTRIS, LLC",Learning Management System Administrator,Remote,,27d,https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d57fad49&cb=1743777316383&jobListingId=1009664909485&jrtk=5-yul1-0-1io0jkf8kj0p6800-95e13a7f3cccbaa0,"A Bachelor’s degree in a relevant field such as instructional technology, computer science, or related discipline. Maintains and monitors system performance.&hellip;
      
        Skills: System administration, Management, Customer service, IT, LMS
      
    "
 Network administrator ,United States,2.3,Versant Health,Network Development Specialist_PN,Remote,$20.00 - $22.97 Per Hour (Employer est.),24h,https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&cs=1_bf8d098f&cb=1743777316383&jobListingId=1009696127852&jrtk=5-yul1-0-1io0jkf8kj0p6800-135d1e36beb86203,"Takes inbound and makes outbound phone calls to vision providers who have requested information, who have been recruited or who have been nominated by members.&hellip;
      
        Skills: Sales, HIPAA, Microsoft Office, Computer networking, Recruiting
      
    "
 Network administrator ,United States,,Novia Infotech LLC,Systems Administrator,"Denver, CO",$34.72 - $40.96 Per Hour (Employer est.),24h,https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8d402394&cb=1743777316384&jobListingId=1009695663159&jrtk=5-yul1-0-1io0jkf8kj0p6800-19a10f757f3b254c,"Plan, coordinate, and implement network security measures. Experience managing both on premise and familiarity with cloud environments.&hellip;
      
        Skills: System administration, Azure, Management, PCI, LAN
      
    "
 Network administrator ,United States,3.3,VSP Global,"Vice President, Network Development Operations",Remote,,24h,https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&cs=1_b45986df&cb=1743777316384&jobListingId=1009698269475&jrtk=5-yul1-0-1io0jkf8kj0p6800-6b430f24621db0c2,"Collaborate with internal stakeholders to develop and implement new products or services that align with network strategy.&hellip;
      
        Skills: Organizational skills, Leadership, Communication skills
      
    "
 Network administrator ,United States,3.8,YSI,Systems Administrator,"San Diego, CA",$80K - $85K (Employer est.),24d,https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cec15fc7&cb=1743777316384&jobListingId=1009667752079&jrtk=5-yul1-0-1io0jkf8kj0p6800-834a2aaa1eb2a108,"Microsoft Certified: Azure Administrator Associate (or equivalent cloud-related certification). Monitor interface logs, system/database logs for errors and…&hellip;
      
        Skills: Network administration, System administration, Azure, Management, Windows
      
    "
 Network administrator ,United States,4.6,"Perrygo Consulting Group, LLC",Windows System Administrator,"Lexington Park, MD",$64K - $93K (Glassdoor est.),3d,https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_12e38a92&cb=1743777316385&jobListingId=1009691695923&jrtk=5-yul1-0-1io0jkf8kj0p6800-6bbe351e17c913d8,"Troubleshooting & Support: Resolve hardware and software issues promptly and efficiently, providing technical support and guidance to end-users.&hellip;
      
        Skills: System administration, Management, Software troubleshooting, Windows, DoD experience
      
    "
 Network administrator ,United States,2.3,Versant Health,Network Development Specialist_ Temporary Position,Remote,$19.71 - $21.50 Per Hour (Employer est.),4d,https://www.glassdoor.com/partner/jobListing.htm?pos=126&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&cs=1_9357d0d9&cb=1743777316384&jobListingId=1009691030963&jrtk=5-yul1-0-1io0jkf8kj0p6800-66f09de8d57fcf1c,"Takes inbound and makes outbound phone calls to vision providers who have requested information, who have been recruited or who have been nominated by members.&hellip;
      
        Skills: Sales, HIPAA, Microsoft Office, Recruiting, Communication skills
      
    "
 Network administrator ,United States,3.6,Boldyn Networks,Systems Administrator,Texas,$70K - $90K (Employer est.),24d,https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&cs=1_b14a552c&cb=1743777316384&jobListingId=1009667804680&jrtk=5-yul1-0-1io0jkf8kj0p6800-682b48aef859c830,"Effective Communication: Ability to clearly communicate technical information within the team and to provide detailed updates to the project manager.&hellip;
      
        Skills: ConnectWise, Cloud infrastructure, System administration, Azure, Management
      
    "
 Network administrator ,United States,4.0,NexThreat,RSA Senior Systems Administrator,Remote,$99K - $107K (Employer est.),30d+,https://www.glassdoor.com/partner/jobListing.htm?pos=128&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_bf84b6a7&cb=1743777316384&jobListingId=1009570682569&jrtk=5-yul1-0-1io0jkf8kj0p6800-62f140a403470ebf,"Certifications: *- RSA Archer Administrator certification. To perform system administration, including installation, configuration, maintenance, and…&hellip;
      
        Skills: System administration, Operating systems, IT, Linux
      
    "
 Network administrator ,United States,3.1,Quantum Research International Inc,NETWORK & COMPUTER SYSTEMS ADMINISTRATOR (LINUX),"Aberdeen, MD",$80K - $117K (Glassdoor est.),30d+,https://www.glassdoor.com/partner/jobListing.htm?pos=129&ao=1136043&s=58&guid=00000196013a3cc790d13620b842b34a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_036e589c&cb=1743777316385&jobListingId=1009637801514&jrtk=5-yul1-0-1io0jkf8kj0p6800-84a527269eec77a8,"Technologies include SIEM, vulnerability assessment, discovery, infrastructure (firewall, IPS/IDS, proxy, network capture), host-based security, penetration…&hellip;
      
        Skills: System administration, Management, DoD experience, Machine learning, IDS
      
    "
 Operations research analyst ,United States,4.2,"Behavior Change Institute, LLC",Board Certified Behavior Analyst Case Manager,Remote,$70K (Employer est.),30d+,https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1110586&s=58&guid=00000196013a3c7e9c57e8efe14ed2c4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_10f31cb4&cb=1743777316391&jobListingId=1009650659211&cpc=2CAED5C921A5F994&jrtk=5-yul1-0-1io0jkf5fl036800-ace92851f49fcb1f---6NYlbfkN0CfdPaIFfYv9F7P0h6RIrogpFXTq60KN60nqwJY426yMfkOba9BV7Pl_CQu5mNvbPmdnBpcxH9H_Adh88LC_Uu-DBK0PD9ge2-06NUcRmczI13FO26fbXq5Zeg0C7EyOOAm7Mz2q8iyAcg_7wUAVwWlnenlG1qStqeSN6GYQB3j4X2rXQQr6bWXoQVYafr715v8uWtelKrduMwuYjau5K0QhnJKbyq3MHiNWEZ1RlNMBsrr5A1E-x68zqbb5cQTkWFS9685vgV4_Okhc-MwoNlHwv18e-B1S_yTP9IaTAH23Ws0e43oFKgk4vdzMAnKrfjTKBtGe6BSlAF337nGI2L65zORrRPeqYZ8NUWj1k1g1Ps-CqN9ofAZhoFZZOc6DVun5vQl82P4bSvBTXo4jtFvs4bLeLxuGUqOtAp1R0vZt1S_7bqbmDvo1NSvE5oYqTZqtWP-k3gC2U6RtZwuNXRqSF8KJlMOYol-knA-O28UZVwT0So3ycihEkS2lqrnRwKXLdAjqWW0G8IEdgQkEb_wcfqlDblK7krEV1pSxWFJJA5QotD8HpuqTsjK_evuw9AsYR5giyb4hst-UiNhjNdtKAgYRHFnZz3bu1PnnC6OjnMv2rPKjY_Nwx3EG4qZoKYgBupAFX4dA0YH048Rpx3uBa7jJ4oiOa6WMVhoO-LaKa9noJn3w7l5dAHQT4fAMLZmgUHRxddWwMZ_Qr-O7mgQARc-9s-7v91Pc4ur6fR0tSXxuT0dO1ospeHXXAeUSWnwJnKbZoJ_oqnJibqLJhVg7zfOlHsr6viQfMPyW6w2sz2kTVJ-AzQyMfinKQdyZ-g%3D,"Technology to access our state-of-the-art clinical portal, where you can attend training, access curriculum and communicate with clinical experts!&hellip;
      
        Skills: Working with people with developmental disabilities, Applied behavior analysis, Writing skills, English, Analysis skills
      
    "
 Operations research analyst ,United States,3.8,DCI Solutions,Sr. Operations Research Analyst (Remote),"Aberdeen, MD",$100K - $150K (Employer est.),6d,https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=1110586&s=58&guid=00000196013a3c7e9c57e8efe14ed2c4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a19c51bf&cb=1743777316391&jobListingId=1009689518923&cpc=9908D8D4413DBB8A&jrtk=5-yul1-0-1io0jkf5fl036800-499f71c5257115af---6NYlbfkN0AT3av5_RQjo6mG1Ya7TZfZ6XSK9fb5zJoLKCbAm2YwhNlxXgFDtnYmiY8AwUKSRxhxkFQnfrbnVA6gDbWOAtqhwwVv28W-b9det6OoHwAOJhnoj-autTgWBKp3zJgMT_sqDr5iEXSfhqJsTmBuwxzbdiefbQ5cpFX2XZ0qeT6PZwx_IMrc8WK_WgtDZEfeVcc69v0_XC5QeCly6kjPMFHgEefGKQM5lBDE5mPWY_CTgF19EZAEpk55D3UN-pfSSu-wtLxm7NC41BhUoxpZh1kkwLNmvoStBTYHC2zSMB3cQbY8dnhXQV3plRuAH1zZijNncO0pne_uL2Rqwy77fSGRVS0RXaVQOBFbUbnwW_6LPuqhO0MOax3kyAvuV-r4ERIWLlrhscLGVF1EHgohG7APEcWzLpi5SaSkMO_AQKoU1WFaxhE-GhlMeq8gJr9IG_lTtM2vLiDpUbUj8-ebzn7NuOWNvsb-_fbzcykBnlnZcWIYwkHRofNmU1-FfFjfwwQTJ2mBsmKFzseyLU4qPbcG8ahKCd_IHatWALGTuzq-YzI6ZDD_1WS1tEIo4-IRj88r-G8iHwzXd7xTsziPZJ2p9e287fioXH9oWn4DDu42aS-uCiQHbuubYpoE7WanZPIlpZTRVrgdJSGwJsCWuLXxFAMRXxI9VlnVYbgA09UqJDptdppDkyt06IVZHjTDpHLgwFSj3KTKRRfqmtSB6U-L4xwwaDK1flz2WeGJPjesfNveGPSDzz0OnJ_-JlgOc4tDMrbWMAS1vQ%3D%3D,"Conduct analysis, develop solutions, utilize information technology, and present findings. Serve as a SME providing technical guidance and information to meet…&hellip;
      
        Skills: Military, Computer networking, Communication skills
      
    "
 Operations research analyst ,United States,,WSPC,Data Reporting Analyst,Remote,$70K - $87K (Employer est.),30d+,https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=1110586&s=58&guid=00000196013a3c7e9c57e8efe14ed2c4&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b839f49e&cb=1743777316393&jobListingId=1009624337955&cpc=3BA4CE39D5B5DEF5&jrtk=5-yul1-0-1io0jkf5fl036800-9ff09bbd2ebc2e17---6NYlbfkN0C0Ok4C8venMDTiN08dZR1owrPjtNqxKo7cupdbhV6sKI4thE4dMwYJj-xO2_MEAGQuvWOUUHaopnWeg4yAhRGxxevwJRj3yj92YgAcN1_2xxfbmYcrdwEK8I1gnvkLW5AbK0V_2vQ0X3LL_hApvBj2POlMqqyK1W0UhkEZSNAdxQx_8RlT5RQD3mVZhqeW9Z-lfkTfQeuUl2hLGiQyX1znc4tMsTFNGFVDeAQQrhaWGqcuJziFvdDy9_Q7OJB8VSaxJfK4w0I-F4acEOWAzLCOb_Hx3doX9rIKDxwXuBrPjtPsjwpdav0imj_0k0tRLQVQXHe-V9eXzRvXCuC1noFUAKLgQ_HGVT6Vs7GRhQSSyk4Sa8ePrAnfWP1br_G90jQfa3IBL-t62s5dlOsnSwjH23G4antDkz6Ur2WX4LVX-jqTlLEp2Pl46-9yhEMEhsADs2NEL1VE6KzSduoLoGaq2M1b4cLUNuoI_B7m3mrDVtDRAN7MkI1BocMjPwmZNNGKgP1KyPol64ssiF1rRA_pKCUlbcmVKvoxtjUW8rw_SN0c3wKfnNvFtwPt5twVWJmqjUr3AgqJjhew6oYp0NTIFX9vPOVrNGG9xtYqTwThFsuH9PPxaYrIJeA4j6xLL7vCqGytTKj74JIpr9UBbYdrIScdFxxyi0-S875elF6hBnF8lpMDWPM9hVRPjleqpWtsV5WrhekL-qedrhFxgW37OEtQ5iQNRk2cbR3usz7BvQ%3D%3D,"Explanation of technical concepts to non-technical users. Design and develop dashboards, tools, and systems for reporting data.&hellip;
      
        Skills: Power BI, Data modeling, Microsoft Excel, Microsoft Access, Windows
      
    "
